work_id,district_lgd,constituency_code,work_title,work_description,category,sanctioned_amount,released_amount,expenditure,recommended_date,sanction_date,completion_date,status,physical_progress_pct,has_uc,agency_name,location_name,latitude,longitude,is_scsp,is_tsp,payment_history
ESK-1833,DIST_102,201,Work 834: HEALTH Project at Location 833,Synthetic work description for demo data import,HEALTH,4792030,2664368,488792,2022-11-15,2022-12-19,,IN_PROGRESS,58,false,Public Works Department (PWD),Location 833,28.656386,77.223824,true,false,MOBILISATION_ADVANCE:2023-01-06:718805|RUNNING_BILL:2023-04-17:648521|RUNNING_BILL:2023-06-11:648521|RUNNING_BILL:2023-08-07:648521
ESK-1834,DIST_104,203,Work 835: DRINKING_WATER Project at Location 834,Synthetic work description for demo data import,DRINKING_WATER,370122,370122,370122,2023-10-26,2023-11-03,2024-10-08,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 834,28.735088,77.233043,false,false,MOBILISATION_ADVANCE:2023-11-23:55518|RUNNING_BILL:2024-03-02:129543|RUNNING_BILL:2024-05-30:129543|FINAL_BILL:2024-08-13:37012|RETENTION_RELEASE:2025-02-09:18506
ESK-1835,DIST_101,201,Work 836: HEALTH Project at Location 835,Synthetic work description for demo data import,HEALTH,2668339,2668338,2668339,2022-09-07,2022-10-01,2023-04-26,COMPLETED,100,false,Public Works Department (PWD),Location 835,28.721706,77.362090,false,false,MOBILISATION_ADVANCE:2022-10-28:400251|RUNNING_BILL:2023-02-03:466959|RUNNING_BILL:2023-04-03:466959|RUNNING_BILL:2023-05-30:466959|RUNNING_BILL:2023-08-09:466959|FINAL_BILL:2023-10-23:266834|RETENTION_RELEASE:2024-04-20:133417
ESK-1836,DIST_104,202,Work 837: ROADS_BRIDGES Project at Location 836,Synthetic work description for demo data import,ROADS_BRIDGES,2053730,308060,2053730,2023-12-13,2024-01-10,2024-05-10,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 836,28.723370,77.274217,false,false,MOBILISATION_ADVANCE:2024-02-21:308060
ESK-1837,DIST_103,203,Work 838: ROADS_BRIDGES Project at Location 837,Synthetic work description for demo data import,ROADS_BRIDGES,1653667,1570983,1653667,2025-07-20,2025-09-01,2026-03-03,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 837,28.743372,77.278551,false,false,MOBILISATION_ADVANCE:2025-09-13:248050|RUNNING_BILL:2026-01-23:578783|RUNNING_BILL:2026-04-06:578783|FINAL_BILL:2026-06-20:165367
ESK-1838,DIST_101,203,Work 839: OTHER Project at Location 838,Synthetic work description for demo data import,OTHER,1277320,1213453,1277320,2025-08-10,2025-09-05,2026-09-05,COMPLETED,100,false,Rural Development Agency (DRDA),Location 838,28.625803,77.386758,false,false,MOBILISATION_ADVANCE:2025-10-07:191598|RUNNING_BILL:2026-01-30:298041|RUNNING_BILL:2026-03-22:298041|RUNNING_BILL:2026-05-30:298041|FINAL_BILL:2026-08-13:127732
ESK-1839,DIST_102,201,Work 840: HEALTH Project at Location 839,Synthetic work description for demo data import,HEALTH,1893851,284078,1893851,2023-05-09,2023-06-19,2024-01-17,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 839,28.501951,77.176030,true,false,MOBILISATION_ADVANCE:2023-07-17:284078
ESK-1840,DIST_104,202,Work 841: SANITATION Project at Location 840,Synthetic work description for demo data import,SANITATION,521925,521926,521925,2024-02-23,2024-03-27,2024-08-28,COMPLETED,100,true,Municipal Corporation,Location 840,28.667503,77.229275,true,false,MOBILISATION_ADVANCE:2024-04-26:78289|RUNNING_BILL:2024-07-30:91337|RUNNING_BILL:2024-09-15:91337|RUNNING_BILL:2024-12-08:91337|RUNNING_BILL:2025-03-01:91337|FINAL_BILL:2025-05-15:52193|RETENTION_RELEASE:2025-11-11:26096
ESK-1841,DIST_101,203,Work 842: SANITATION Project at Location 841,Synthetic work description for demo data import,SANITATION,2099440,2099440,2099440,2022-12-05,2023-01-19,2024-09-21,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 841,28.554047,77.364461,false,false,MOBILISATION_ADVANCE:2023-02-25:314916|RUNNING_BILL:2023-06-04:367402|RUNNING_BILL:2023-08-27:367402|RUNNING_BILL:2023-10-11:367402|RUNNING_BILL:2024-01-05:367402|FINAL_BILL:2024-03-20:209944|RETENTION_RELEASE:2024-09-16:104972
ESK-1842,DIST_102,201,Work 843: SANITATION Project at Location 842,Synthetic work description for demo data import,SANITATION,1527367,902673,458899,2023-05-14,2023-06-26,,IN_PROGRESS,63,false,Rural Development Agency (DRDA),Location 842,28.732594,77.276781,false,false,MOBILISATION_ADVANCE:2023-08-07:229105|RUNNING_BILL:2023-11-04:336784|RUNNING_BILL:2024-01-23:336784
ESK-1843,DIST_102,201,Work 844: OTHER Project at Location 843,Synthetic work description for demo data import,OTHER,1839020,1839022,1839020,2024-05-06,2024-06-18,2025-11-17,COMPLETED,100,true,Rural Development Agency (DRDA),Location 843,28.571055,77.210425,false,false,MOBILISATION_ADVANCE:2024-07-17:275853|RUNNING_BILL:2024-10-20:321829|RUNNING_BILL:2025-01-10:321829|RUNNING_BILL:2025-03-12:321829|RUNNING_BILL:2025-05-24:321829|FINAL_BILL:2025-08-07:183902|RETENTION_RELEASE:2026-02-03:91951
ESK-1844,DIST_104,204,Work 845: EDUCATION Project at Location 844,Synthetic work description for demo data import,EDUCATION,1337962,0,0,2026-08-07,,,NOT_STARTED,0,false,Rural Development Agency (DRDA),Location 844,28.725825,77.385667,false,false,
ESK-1845,DIST_102,201,Work 846: EDUCATION Project at Location 845,Synthetic work description for demo data import,EDUCATION,169243,84621,169243,2026-04-04,2026-04-18,2026-09-05,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 845,28.617803,77.322612,false,false,MOBILISATION_ADVANCE:2026-05-21:25386|RUNNING_BILL:2026-09-04:59235
ESK-1846,DIST_104,202,Work 847: OTHER Project at Location 846,Synthetic work description for demo data import,OTHER,1173660,176049,1173660,2026-05-23,2026-05-30,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 846,28.651164,77.394080,false,false,MOBILISATION_ADVANCE:2026-07-13:176049
ESK-1847,DIST_104,202,Work 848: DRINKING_WATER Project at Location 847,Synthetic work description for demo data import,DRINKING_WATER,4926116,1669953,1419728,2023-06-26,2023-07-26,,IN_PROGRESS,27,false,Public Works Department (PWD),Location 847,28.534482,77.199355,false,false,MOBILISATION_ADVANCE:2023-08-09:738917|RUNNING_BILL:2023-12-22:931036
ESK-1848,DIST_104,201,Work 849: OTHER Project at Location 848,Synthetic work description for demo data import,OTHER,680040,646038,680040,2025-04-09,2025-05-27,2026-05-30,COMPLETED,100,true,Municipal Corporation,Location 848,28.730004,77.326207,true,false,MOBILISATION_ADVANCE:2025-06-23:102006|RUNNING_BILL:2025-09-20:158676|RUNNING_BILL:2025-12-18:158676|RUNNING_BILL:2026-02-21:158676|FINAL_BILL:2026-05-07:68004
ESK-1849,DIST_101,204,Work 850: OTHER Project at Location 849,Synthetic work description for demo data import,OTHER,1243502,1243500,1243502,2022-10-10,2022-10-19,2023-10-16,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 849,28.574895,77.169122,false,false,MOBILISATION_ADVANCE:2022-10-31:186525|RUNNING_BILL:2023-02-04:290150|RUNNING_BILL:2023-04-14:290150|RUNNING_BILL:2023-06-28:290150|FINAL_BILL:2023-09-11:124350|RETENTION_RELEASE:2024-03-09:62175
ESK-1850,DIST_103,204,Work 851: DRINKING_WATER Project at Location 850,Synthetic work description for demo data import,DRINKING_WATER,447483,447482,447483,2023-07-03,2023-08-10,2024-06-16,COMPLETED,100,false,Public Works Department (PWD),Location 850,28.687371,77.207165,false,false,MOBILISATION_ADVANCE:2023-08-24:67122|RUNNING_BILL:2023-12-13:156619|RUNNING_BILL:2024-03-02:156619|FINAL_BILL:2024-05-16:44748|RETENTION_RELEASE:2024-11-12:22374
ESK-1851,DIST_104,202,Work 852: OTHER Project at Location 851,Synthetic work description for demo data import,OTHER,1617443,1617442,1617443,2025-01-10,2025-02-14,2026-04-25,COMPLETED,100,true,Public Works Department (PWD),Location 851,28.695670,77.358671,false,false,MOBILISATION_ADVANCE:2025-02-25:242616|RUNNING_BILL:2025-07-08:566105|RUNNING_BILL:2025-09-19:566105|FINAL_BILL:2025-12-03:161744|RETENTION_RELEASE:2026-06-01:80872
ESK-1852,DIST_103,204,Work 853: SANITATION Project at Location 852,Synthetic work description for demo data import,SANITATION,2461280,2461280,2461280,2023-12-21,2024-02-01,2025-07-25,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 852,28.626321,77.389905,true,false,MOBILISATION_ADVANCE:2024-02-19:369192|RUNNING_BILL:2024-06-12:861448|RUNNING_BILL:2024-08-07:861448|FINAL_BILL:2024-10-21:246128|RETENTION_RELEASE:2025-04-19:123064
ESK-1853,DIST_103,203,Work 854: SANITATION Project at Location 853,Synthetic work description for demo data import,SANITATION,2328539,2328540,2328539,2024-02-08,2024-03-02,2025-10-05,COMPLETED,100,true,Municipal Corporation,Location 853,28.678568,77.361420,false,false,MOBILISATION_ADVANCE:2024-04-12:349281|RUNNING_BILL:2024-06-26:814989|RUNNING_BILL:2024-09-06:814989|FINAL_BILL:2024-11-20:232854|RETENTION_RELEASE:2025-05-19:116427
ESK-1854,DIST_101,202,Work 855: OTHER Project at Location 854,Synthetic work description for demo data import,OTHER,767373,767374,767373,2024-02-10,2024-02-25,2025-11-28,COMPLETED,100,false,Public Works Department (PWD),Location 854,28.651702,77.369450,false,false,MOBILISATION_ADVANCE:2024-04-01:115106|RUNNING_BILL:2024-06-21:179054|RUNNING_BILL:2024-08-14:179054|RUNNING_BILL:2024-10-14:179054|FINAL_BILL:2024-12-28:76737|RETENTION_RELEASE:2025-06-26:38369
ESK-1855,DIST_101,204,Work 856: HEALTH Project at Location 855,Synthetic work description for demo data import,HEALTH,4104153,2799032,659619,2023-09-05,2023-10-19,,IN_PROGRESS,76,false,Irrigation & Flood Control Dept,Location 855,28.561713,77.283143,false,false,MOBILISATION_ADVANCE:2023-11-04:615623|RUNNING_BILL:2024-02-02:727803|RUNNING_BILL:2024-03-21:727803|RUNNING_BILL:2024-05-14:727803
ESK-1856,DIST_101,203,Work 857: ROADS_BRIDGES Project at Location 856,Synthetic work description for demo data import,ROADS_BRIDGES,2933746,440062,2933746,2024-12-09,2024-12-27,2025-11-15,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 856,28.563488,77.219949,true,false,MOBILISATION_ADVANCE:2025-02-06:440062
ESK-1857,DIST_101,202,Work 858: OTHER Project at Location 857,Synthetic work description for demo data import,OTHER,527603,0,527603,2025-09-25,2025-10-15,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 857,28.622037,77.326435,false,false,
ESK-1858,DIST_102,204,Work 859: EDUCATION Project at Location 858,Synthetic work description for demo data import,EDUCATION,2440037,1527465,0,2023-05-14,2023-06-24,,ON_HOLD,68,false,Public Works Department (PWD),Location 858,28.647885,77.398218,false,false,MOBILISATION_ADVANCE:2023-08-01:366006|RUNNING_BILL:2023-11-10:387153|RUNNING_BILL:2024-01-13:387153|RUNNING_BILL:2024-03-12:387153
ESK-1859,DIST_104,202,Work 860: ROADS_BRIDGES Project at Location 859,Synthetic work description for demo data import,ROADS_BRIDGES,2428438,789243,2428438,2026-01-30,2026-02-27,2026-08-17,COMPLETED,100,true,Municipal Corporation,Location 859,28.722687,77.221746,false,false,MOBILISATION_ADVANCE:2026-03-23:364266|RUNNING_BILL:2026-07-22:424977
ESK-1860,DIST_104,204,Work 861: OTHER Project at Location 860,Synthetic work description for demo data import,OTHER,2425759,363864,0,2026-01-21,2026-02-16,,NOT_STARTED,0,false,Public Works Department (PWD),Location 860,28.691085,77.298255,false,false,MOBILISATION_ADVANCE:2026-03-08:363864|RUNNING_BILL:2026-06-28:0
ESK-1861,DIST_102,204,Work 862: OTHER Project at Location 861,Synthetic work description for demo data import,OTHER,2915637,2478291,2915637,2025-08-01,2025-09-16,2026-05-28,COMPLETED,100,false,Public Works Department (PWD),Location 861,28.745088,77.240601,false,false,MOBILISATION_ADVANCE:2025-09-27:437346|RUNNING_BILL:2026-01-25:680315|RUNNING_BILL:2026-04-19:680315|RUNNING_BILL:2026-07-06:680315
ESK-1862,DIST_102,202,Work 863: HEALTH Project at Location 862,Synthetic work description for demo data import,HEALTH,2382660,2263527,2382660,2025-05-05,2025-06-06,2026-02-15,COMPLETED,100,true,Public Works Department (PWD),Location 862,28.544704,77.314248,false,false,MOBILISATION_ADVANCE:2025-07-21:357399|RUNNING_BILL:2025-09-26:555954|RUNNING_BILL:2025-11-28:555954|RUNNING_BILL:2026-02-25:555954|FINAL_BILL:2026-05-11:238266
ESK-1863,DIST_101,202,Work 864: HEALTH Project at Location 863,Synthetic work description for demo data import,HEALTH,545305,463510,545305,2025-11-28,2025-12-06,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 863,28.598584,77.246806,false,false,MOBILISATION_ADVANCE:2026-01-16:81796|RUNNING_BILL:2026-03-26:190857|RUNNING_BILL:2026-06-24:190857
ESK-1864,DIST_103,202,Work 865: DRINKING_WATER Project at Location 864,Synthetic work description for demo data import,DRINKING_WATER,2455109,1657198,2022477,2022-12-08,2022-12-15,,IN_PROGRESS,75,false,Rural Development Agency (DRDA),Location 864,28.679295,77.246136,false,false,MOBILISATION_ADVANCE:2022-12-31:368266|RUNNING_BILL:2023-04-24:1288932
ESK-1865,DIST_104,202,Work 866: DRINKING_WATER Project at Location 865,Synthetic work description for demo data import,DRINKING_WATER,3029991,2575493,3029991,2025-12-22,2026-01-29,2026-08-16,COMPLETED,100,true,Rural Development Agency (DRDA),Location 865,28.680824,77.336976,false,false,MOBILISATION_ADVANCE:2026-02-16:454499|RUNNING_BILL:2026-05-20:1060497|RUNNING_BILL:2026-07-28:1060497
ESK-1866,DIST_103,203,Work 867: DRINKING_WATER Project at Location 866,Synthetic work description for demo data import,DRINKING_WATER,511678,486094,511678,2025-08-29,2025-10-07,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 866,28.746507,77.280507,false,false,MOBILISATION_ADVANCE:2025-11-16:76752|RUNNING_BILL:2026-02-09:179087|RUNNING_BILL:2026-05-08:179087|FINAL_BILL:2026-07-22:51168
ESK-1867,DIST_103,204,Work 868: SANITATION Project at Location 867,Synthetic work description for demo data import,SANITATION,1699816,1614826,1699816,2025-07-12,2025-08-08,2026-02-03,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 867,28.729999,77.243679,false,false,MOBILISATION_ADVANCE:2025-09-20:254972|RUNNING_BILL:2025-12-15:396624|RUNNING_BILL:2026-02-12:396624|RUNNING_BILL:2026-04-06:396624|FINAL_BILL:2026-06-20:169982
ESK-1868,DIST_101,202,Work 869: DRINKING_WATER Project at Location 868,Synthetic work description for demo data import,DRINKING_WATER,402377,60357,402377,2024-06-05,2024-07-08,2026-01-19,COMPLETED,100,false,Rural Development Agency (DRDA),Location 868,28.530922,77.358999,false,false,MOBILISATION_ADVANCE:2024-08-14:60357
ESK-1869,DIST_103,203,Work 870: OTHER Project at Location 869,Synthetic work description for demo data import,OTHER,2412522,0,0,2026-01-19,2026-01-31,,ON_HOLD,91,false,Municipal Corporation,Location 869,28.748282,77.179409,false,false,
ESK-1870,DIST_101,203,Work 871: DRINKING_WATER Project at Location 870,Synthetic work description for demo data import,DRINKING_WATER,1331087,199663,1331087,2024-10-14,2024-10-29,2025-08-10,COMPLETED,100,true,Rural Development Agency (DRDA),Location 870,28.746884,77.151522,true,true,MOBILISATION_ADVANCE:2024-12-05:199663
ESK-1871,DIST_103,201,Work 872: EDUCATION Project at Location 871,Synthetic work description for demo data import,EDUCATION,2180619,0,0,2026-06-14,,,NOT_STARTED,0,false,Rural Development Agency (DRDA),Location 871,28.729429,77.168678,false,false,
ESK-1872,DIST_102,203,Work 873: SANITATION Project at Location 872,Synthetic work description for demo data import,SANITATION,517715,168257,517715,2026-04-14,2026-04-21,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 872,28.688926,77.343716,false,false,MOBILISATION_ADVANCE:2026-05-12:77657|RUNNING_BILL:2026-09-01:90600
ESK-1873,DIST_102,201,Work 874: HEALTH Project at Location 873,Synthetic work description for demo data import,HEALTH,1390731,0,1390731,2024-10-29,2024-12-11,2025-04-28,COMPLETED,100,false,Public Works Department (PWD),Location 873,28.694680,77.347202,false,false,
ESK-1874,DIST_103,202,Work 875: EDUCATION Project at Location 874,Synthetic work description for demo data import,EDUCATION,1335202,1335200,1335202,2023-07-22,2023-08-22,2023-12-21,COMPLETED,100,false,Municipal Corporation,Location 874,28.502788,77.291681,false,false,MOBILISATION_ADVANCE:2023-09-10:200280|RUNNING_BILL:2023-12-17:233660|RUNNING_BILL:2024-03-13:233660|RUNNING_BILL:2024-06-08:233660|RUNNING_BILL:2024-08-04:233660|FINAL_BILL:2024-10-18:133520|RETENTION_RELEASE:2025-04-16:66760
ESK-1875,DIST_101,203,Work 876: SANITATION Project at Location 875,Synthetic work description for demo data import,SANITATION,3020346,453052,3020346,2026-05-02,2026-05-08,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 875,28.530083,77.194004,false,false,MOBILISATION_ADVANCE:2026-05-19:453052
ESK-1876,DIST_102,201,Work 877: DRINKING_WATER Project at Location 876,Synthetic work description for demo data import,DRINKING_WATER,1837280,378480,936693,2025-03-30,2025-05-03,,IN_PROGRESS,8,false,Municipal Corporation,Location 876,28.553821,77.352445,false,false,MOBILISATION_ADVANCE:2025-06-15:275592|RUNNING_BILL:2025-09-08:34296|RUNNING_BILL:2025-11-15:34296|RUNNING_BILL:2026-01-12:34296
ESK-1877,DIST_103,202,Work 878: OTHER Project at Location 877,Synthetic work description for demo data import,OTHER,2706978,2706978,2706978,2024-04-19,2024-05-18,2025-05-30,COMPLETED,100,true,Public Works Department (PWD),Location 877,28.560420,77.288315,false,false,MOBILISATION_ADVANCE:2024-06-25:406047|RUNNING_BILL:2024-09-16:473721|RUNNING_BILL:2024-11-25:473721|RUNNING_BILL:2025-02-13:473721|RUNNING_BILL:2025-05-13:473721|FINAL_BILL:2025-07-27:270698|RETENTION_RELEASE:2026-01-23:135349
ESK-1878,DIST_103,204,Work 879: HEALTH Project at Location 878,Synthetic work description for demo data import,HEALTH,1402600,0,1402600,2024-01-07,2024-01-19,2025-02-12,COMPLETED,100,true,Municipal Corporation,Location 878,28.512429,77.189077,true,false,
ESK-1879,DIST_104,203,Work 880: EDUCATION Project at Location 879,Synthetic work description for demo data import,EDUCATION,1738060,905529,209627,2024-11-02,2024-12-07,,IN_PROGRESS,53,false,Irrigation & Flood Control Dept,Location 879,28.579208,77.270552,true,false,MOBILISATION_ADVANCE:2024-12-17:260709|RUNNING_BILL:2025-03-30:644820
ESK-1880,DIST_104,201,Work 881: SANITATION Project at Location 880,Synthetic work description for demo data import,SANITATION,2449468,2449468,2449468,2022-11-30,2023-01-03,2023-11-06,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 880,28.652119,77.169674,false,false,MOBILISATION_ADVANCE:2023-01-22:367420|RUNNING_BILL:2023-05-22:857314|RUNNING_BILL:2023-07-28:857314|FINAL_BILL:2023-10-11:244947|RETENTION_RELEASE:2024-04-08:122473
ESK-1881,DIST_101,202,Work 882: OTHER Project at Location 881,Synthetic work description for demo data import,OTHER,2442339,554411,626429,2025-12-17,2026-02-05,,IN_PROGRESS,11,false,Municipal Corporation,Location 881,28.567048,77.223651,false,false,MOBILISATION_ADVANCE:2026-03-05:366351|RUNNING_BILL:2026-06-20:188060
ESK-1882,DIST_103,201,Work 883: SANITATION Project at Location 882,Synthetic work description for demo data import,SANITATION,1822352,1822354,1822352,2024-09-18,2024-10-05,2025-07-29,COMPLETED,100,true,Rural Development Agency (DRDA),Location 882,28.718177,77.242274,true,false,MOBILISATION_ADVANCE:2024-10-15:273353|RUNNING_BILL:2025-02-24:318912|RUNNING_BILL:2025-05-04:318912|RUNNING_BILL:2025-06-28:318912|RUNNING_BILL:2025-08-20:318912|FINAL_BILL:2025-11-03:182235|RETENTION_RELEASE:2026-05-02:91118
ESK-1883,DIST_104,201,Work 884: SANITATION Project at Location 883,Synthetic work description for demo data import,SANITATION,613629,0,613629,2024-08-20,2024-09-03,2026-04-08,COMPLETED,100,true,Rural Development Agency (DRDA),Location 883,28.723454,77.326961,false,false,
ESK-1884,DIST_101,202,Work 885: ROADS_BRIDGES Project at Location 884,Synthetic work description for demo data import,ROADS_BRIDGES,2683511,2683510,2683511,2024-02-28,2024-03-07,2025-05-15,COMPLETED,100,false,Public Works Department (PWD),Location 884,28.544779,77.399305,false,false,MOBILISATION_ADVANCE:2024-04-12:402527|RUNNING_BILL:2024-08-04:469614|RUNNING_BILL:2024-10-10:469614|RUNNING_BILL:2024-11-26:469614|RUNNING_BILL:2025-02-13:469614|FINAL_BILL:2025-04-29:268351|RETENTION_RELEASE:2025-10-26:134176
ESK-1885,DIST_101,202,Work 886: SANITATION Project at Location 885,Synthetic work description for demo data import,SANITATION,1818052,1818052,1818052,2023-08-13,2023-09-13,2024-10-19,COMPLETED,100,true,Public Works Department (PWD),Location 885,28.698424,77.181281,false,false,MOBILISATION_ADVANCE:2023-10-11:272708|RUNNING_BILL:2023-12-31:424212|RUNNING_BILL:2024-03-19:424212|RUNNING_BILL:2024-05-26:424212|FINAL_BILL:2024-08-09:181805|RETENTION_RELEASE:2025-02-05:90903
ESK-1886,DIST_102,201,Work 887: SANITATION Project at Location 886,Synthetic work description for demo data import,SANITATION,2935756,2935757,2935756,2024-11-26,2025-01-09,2026-03-22,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 886,28.649426,77.387609,false,false,MOBILISATION_ADVANCE:2025-01-22:440363|RUNNING_BILL:2025-05-25:685010|RUNNING_BILL:2025-07-20:685010|RUNNING_BILL:2025-10-08:685010|FINAL_BILL:2025-12-22:293576|RETENTION_RELEASE:2026-06-20:146788
ESK-1887,DIST_102,201,Work 888: EDUCATION Project at Location 887,Synthetic work description for demo data import,EDUCATION,988580,148287,0,2024-07-04,2024-07-09,,ON_HOLD,49,false,Municipal Corporation,Location 887,28.607648,77.175766,false,false,MOBILISATION_ADVANCE:2024-08-01:148287
ESK-1888,DIST_101,203,Work 889: EDUCATION Project at Location 888,Synthetic work description for demo data import,EDUCATION,2543389,2543388,2543389,2023-01-24,2023-02-07,2023-09-02,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 888,28.635446,77.291958,false,false,MOBILISATION_ADVANCE:2023-03-16:381508|RUNNING_BILL:2023-05-31:445093|RUNNING_BILL:2023-08-09:445093|RUNNING_BILL:2023-10-22:445093|RUNNING_BILL:2023-12-16:445093|FINAL_BILL:2024-02-29:254339|RETENTION_RELEASE:2024-08-27:127169
ESK-1889,DIST_103,202,Work 890: ROADS_BRIDGES Project at Location 889,Synthetic work description for demo data import,ROADS_BRIDGES,2109912,2109912,2109912,2024-05-14,2024-05-20,2025-08-07,COMPLETED,100,true,Public Works Department (PWD),Location 889,28.612260,77.322148,false,false,MOBILISATION_ADVANCE:2024-06-22:316487|RUNNING_BILL:2024-09-09:738469|RUNNING_BILL:2024-11-03:738469|FINAL_BILL:2025-01-17:210991|RETENTION_RELEASE:2025-07-16:105496
ESK-1890,DIST_104,202,Work 891: EDUCATION Project at Location 890,Synthetic work description for demo data import,EDUCATION,3048863,3048862,3048863,2023-06-02,2023-07-11,2025-01-22,COMPLETED,100,true,Municipal Corporation,Location 890,28.580358,77.165664,false,false,MOBILISATION_ADVANCE:2023-08-01:457329|RUNNING_BILL:2023-11-12:1067102|RUNNING_BILL:2024-01-01:1067102|FINAL_BILL:2024-03-16:304886|RETENTION_RELEASE:2024-09-12:152443
ESK-1891,DIST_101,203,Work 892: EDUCATION Project at Location 891,Synthetic work description for demo data import,EDUCATION,1599826,1519836,1599826,2025-05-07,2025-05-16,2026-05-02,COMPLETED,100,true,Rural Development Agency (DRDA),Location 891,28.622351,77.382746,false,false,MOBILISATION_ADVANCE:2025-06-15:239974|RUNNING_BILL:2025-09-11:373293|RUNNING_BILL:2025-11-18:373293|RUNNING_BILL:2026-02-06:373293|FINAL_BILL:2026-04-22:159983
ESK-1892,DIST_103,202,Work 893: ROADS_BRIDGES Project at Location 892,Synthetic work description for demo data import,ROADS_BRIDGES,1095595,1095596,1095595,2022-12-13,2022-12-26,2023-09-06,COMPLETED,100,true,Public Works Department (PWD),Location 892,28.700084,77.185661,false,false,MOBILISATION_ADVANCE:2023-01-28:164339|RUNNING_BILL:2023-05-12:255639|RUNNING_BILL:2023-07-16:255639|RUNNING_BILL:2023-10-04:255639|FINAL_BILL:2023-12-18:109560|RETENTION_RELEASE:2024-06-15:54780
ESK-1893,DIST_104,202,Work 894: EDUCATION Project at Location 893,Synthetic work description for demo data import,EDUCATION,3956382,0,0,2026-06-22,,,CANCELLED,0,false,Public Works Department (PWD),Location 893,28.593739,77.202892,false,false,
ESK-1894,DIST_104,204,Work 895: HEALTH Project at Location 894,Synthetic work description for demo data import,HEALTH,3343438,548325,0,2025-02-02,2025-02-14,,ON_HOLD,2,false,Municipal Corporation,Location 894,28.515252,77.193950,true,false,MOBILISATION_ADVANCE:2025-03-05:501516|RUNNING_BILL:2025-06-30:15603|RUNNING_BILL:2025-09-20:15603|RUNNING_BILL:2025-11-25:15603
ESK-1895,DIST_104,202,Work 896: OTHER Project at Location 895,Synthetic work description for demo data import,OTHER,797262,797262,797262,2022-08-08,2022-09-20,2023-06-20,COMPLETED,100,true,Public Works Department (PWD),Location 895,28.612572,77.301818,false,false,MOBILISATION_ADVANCE:2022-10-12:119589|RUNNING_BILL:2023-02-06:279042|RUNNING_BILL:2023-04-25:279042|FINAL_BILL:2023-07-09:79726|RETENTION_RELEASE:2024-01-05:39863
ESK-1896,DIST_102,203,Work 897: OTHER Project at Location 896,Synthetic work description for demo data import,OTHER,1763829,1763828,1763829,2024-06-11,2024-07-06,2025-01-11,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 896,28.610062,77.275717,false,false,MOBILISATION_ADVANCE:2024-07-21:264574|RUNNING_BILL:2024-11-21:617340|RUNNING_BILL:2025-01-13:617340|FINAL_BILL:2025-03-29:176383|RETENTION_RELEASE:2025-09-25:88191
ESK-1897,DIST_101,204,Work 898: SANITATION Project at Location 897,Synthetic work description for demo data import,SANITATION,1201793,180269,471971,2024-08-08,2024-09-24,,IN_PROGRESS,97,false,Public Works Department (PWD),Location 897,28.551612,77.152935,false,false,MOBILISATION_ADVANCE:2024-10-09:180269
ESK-1898,DIST_102,203,Work 899: SANITATION Project at Location 898,Synthetic work description for demo data import,SANITATION,2160427,324064,2160427,2024-09-30,2024-11-11,2025-12-26,COMPLETED,100,true,Public Works Department (PWD),Location 898,28.614016,77.252753,false,false,MOBILISATION_ADVANCE:2024-12-08:324064
ESK-1899,DIST_101,203,Work 900: SANITATION Project at Location 899,Synthetic work description for demo data import,SANITATION,1177800,176670,1177800,2024-09-17,2024-10-12,2025-12-20,COMPLETED,100,false,Rural Development Agency (DRDA),Location 899,28.573089,77.333991,false,false,MOBILISATION_ADVANCE:2024-11-25:176670
ESK-1900,DIST_102,203,Work 901: ROADS_BRIDGES Project at Location 900,Synthetic work description for demo data import,ROADS_BRIDGES,1391810,1391812,1391810,2022-12-30,2023-02-18,2024-05-14,COMPLETED,100,true,Municipal Corporation,Location 900,28.511686,77.209898,true,false,MOBILISATION_ADVANCE:2023-03-30:208772|RUNNING_BILL:2023-06-07:243567|RUNNING_BILL:2023-09-03:243567|RUNNING_BILL:2023-10-24:243567|RUNNING_BILL:2024-01-10:243567|FINAL_BILL:2024-03-25:139181|RETENTION_RELEASE:2024-09-21:69591
